[2026-06-29 16:11:51,480 ] INFO - 164 - NumExpr defaulting to 8 threads.
[2026-06-29 16:11:55,273 ] INFO - 1025 - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2026-06-29 16:11:55,293 ] INFO - 107 - Accessing as niraj-codes01
[2026-06-29 16:11:56,362 ] INFO - 1025 - HTTP Request: GET https://dagshub.com/api/v1/repos/niraj-codes01/network-security "HTTP/1.1 200 OK"
[2026-06-29 16:11:57,457 ] INFO - 1025 - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[2026-06-29 16:11:57,463 ] INFO - 107 - Initialized MLflow to track repo "niraj-codes01/network-security"
[2026-06-29 16:11:57,472 ] INFO - 107 - Repository niraj-codes01/network-security initialized!
[2026-06-29 16:11:57,475 ] INFO - 16 - Initiate the Data Ingestion
[2026-06-29 16:12:02,226 ] INFO - 62 - Performed Train test Split on Dataframe
[2026-06-29 16:12:02,226 ] INFO - 64 - Exited split_data_as_train_test method of Data_ingestion Class
[2026-06-29 16:12:02,299 ] INFO - 80 - Exporting Train and test Split
[2026-06-29 16:12:02,299 ] INFO - 18 - Data Initiation Completed
[2026-06-29 16:12:02,306 ] INFO - 22 - Initiate the data validation
[2026-06-29 16:12:02,332 ] INFO - 31 - Required Number of columns : 2
[2026-06-29 16:12:02,332 ] INFO - 32 - Dataframe has columns: 31
[2026-06-29 16:12:02,332 ] INFO - 31 - Required Number of columns : 2
[2026-06-29 16:12:02,332 ] INFO - 32 - Dataframe has columns: 31
[2026-06-29 16:12:02,540 ] INFO - 24 - Data Validation Completed
[2026-06-29 16:12:02,541 ] INFO - 26 - Data Transformation Started
[2026-06-29 16:12:02,541 ] INFO - 62 - Entered initiate_data_transformation method of DataTransformation class
[2026-06-29 16:12:02,541 ] INFO - 64 - Starting data transformation
[2026-06-29 16:12:02,573 ] INFO - 47 - Entered get_data_trnasformer_object method of Trnasformation class
[2026-06-29 16:12:02,573 ] INFO - 52 - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-06-29 16:12:02,592 ] INFO - 41 - Entered the save_object method of MainUtils class
[2026-06-29 16:12:02,595 ] INFO - 45 - Exited the save_object method of MainUtils class
[2026-06-29 16:12:02,595 ] INFO - 41 - Entered the save_object method of MainUtils class
[2026-06-29 16:12:02,597 ] INFO - 45 - Exited the save_object method of MainUtils class
[2026-06-29 16:12:02,598 ] INFO - 31 - Data Transformation Completed
[2026-06-29 16:12:02,599 ] INFO - 34 - Model Training Started
[2026-06-29 16:13:10,799 ] INFO - 41 - Entered the save_object method of MainUtils class
[2026-06-29 16:13:10,828 ] INFO - 45 - Exited the save_object method of MainUtils class
[2026-06-29 16:13:10,828 ] INFO - 41 - Entered the save_object method of MainUtils class
[2026-06-29 16:13:10,844 ] INFO - 45 - Exited the save_object method of MainUtils class
[2026-06-29 16:13:10,845 ] INFO - 113 - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_29_2026_16_11_51\\model_trainer\\trained_model\\model.pkl', trained_metric_artifact=ClassificationMetricArtifact(f1_score=0.99128651973347, precision_score=0.9893595252711275, recall_score=0.9932210353327855), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.975987606506584, precision_score=0.974477958236659, recall_score=0.9775019394879751))
[2026-06-29 16:13:10,848 ] INFO - 39 - Model Training Completed.
